account_id,customer_id,account_type,balance,account_status
ACC_000568,CUST_00274,Current,1954174,Active
ACC_000569,CUST_00275,Salary,3963811,Active
ACC_000570,CUST_00275,Current,44465,Closed
ACC_000571,CUST_00276,Business,3991457,Active
ACC_000572,CUST_00277,Salary,2695149,Active
ACC_000573,CUST_00278,Savings,4817179,Active
ACC_000574,CUST_00279,Savings,1469549,Active
ACC_000575,CUST_00279,Current,305840,Closed
ACC_000576,CUST_00279,Business,4156581,Active
ACC_000577,CUST_00280,Salary,315289,Active
ACC_000578,CUST_00280,Savings,2811536,Active
ACC_000579,CUST_00280,Business,1126750,Dormant
ACC_000580,CUST_00281,Salary,1618419,Active
ACC_000581,CUST_00281,Salary,1364100,Active
ACC_000582,CUST_00282,Salary,1562951,Active
ACC_000583,CUST_00282,Salary,2475842,Active
ACC_000584,CUST_00282,Current,1473158,Active
ACC_000585,CUST_00283,Business,3588834,Active
ACC_000586,CUST_00283,Savings,3363432,Active
ACC_000587,CUST_00283,Current,1180537,Active
ACC_000588,CUST_00284,Savings,2188625,Active
ACC_000589,CUST_00285,Salary,2766097,Active
ACC_000590,CUST_00285,Savings,2195066,Active
ACC_000591,CUST_00286,Current,522136,Active
ACC_000592,CUST_00286,Business,2574678,Active
ACC_000593,CUST_00286,Salary,985954,Active
ACC_000594,CUST_00287,Salary,1853617,Active
ACC_000595,CUST_00287,Current,4012280,Active
ACC_000596,CUST_00288,Salary,3489365,Active
ACC_000597,CUST_00288,Business,4510025,Active
ACC_000598,CUST_00288,Current,2076890,Active
ACC_000599,CUST_00289,Savings,4409269,Active
ACC_000600,CUST_00289,Salary,656173,Dormant
ACC_000601,CUST_00289,Savings,519064,Active
ACC_000602,CUST_00290,Current,4805169,Active
ACC_000603,CUST_00290,Current,2753450,Dormant
ACC_000604,CUST_00290,Business,976091,Active
ACC_000605,CUST_00291,Business,763873,Dormant
ACC_000606,CUST_00291,Business,467706,Active
ACC_000607,CUST_00291,Business,3832903,Active
ACC_000608,CUST_00292,Business,2586113,Active
ACC_000609,CUST_00292,Business,2135541,Active
ACC_000610,CUST_00292,Current,4852226,Active
ACC_000611,CUST_00293,Salary,535856,Active
ACC_000612,CUST_00293,Savings,579974,Closed
ACC_000613,CUST_00294,Savings,2409291,Active
ACC_000614,CUST_00294,Current,3527251,Active
ACC_000615,CUST_00295,Business,3167668,Active
ACC_000616,CUST_00295,Current,2918305,Active
ACC_000617,CUST_00296,Business,4437252,Active
ACC_000618,CUST_00296,Current,30136,Active
ACC_000619,CUST_00296,Salary,3884958,Active
ACC_000620,CUST_00297,Business,4463182,Active
ACC_000621,CUST_00297,Current,2077281,Active
ACC_000622,CUST_00297,Current,2313317,Active
ACC_000623,CUST_00298,Savings,271258,Active
ACC_000624,CUST_00298,Business,132246,Active
ACC_000625,CUST_00298,Savings,847382,Active
ACC_000626,CUST_00299,Savings,2053978,Active
ACC_000627,CUST_00299,Business,3683286,Active
ACC_000628,CUST_00300,Savings,1176542,Active
ACC_000629,CUST_00301,Current,4833763,Active
ACC_000630,CUST_00301,Salary,1988295,Active
ACC_000631,CUST_00302,Current,3470194,Active
ACC_000632,CUST_00303,Current,3584618,Active
ACC_000633,CUST_00304,Salary,3198356,Active
ACC_000634,CUST_00305,Business,3425726,Active
ACC_000635,CUST_00305,Business,1543488,Active
ACC_000636,CUST_00306,Current,1891327,Active
ACC_000637,CUST_00306,Current,3885136,Dormant
ACC_000638,CUST_00307,Business,3494921,Active
ACC_000639,CUST_00307,Current,3259295,Active
ACC_000640,CUST_00307,Current,2771446,Active
ACC_000641,CUST_00308,Salary,776644,Active
ACC_000642,CUST_00308,Current,433320,Active
ACC_000643,CUST_00309,Savings,611559,Active
ACC_000644,CUST_00309,Current,4022450,Active
ACC_000645,CUST_00309,Salary,2544325,Closed
ACC_000646,CUST_00310,Current,1595034,Closed
ACC_000647,CUST_00311,Business,2036019,Active
ACC_000648,CUST_00312,Current,3328190,Dormant
ACC_000649,CUST_00312,Salary,2375472,Active
ACC_000650,CUST_00312,Salary,2588233,Active
ACC_000651,CUST_00313,Business,3910125,Active
ACC_000652,CUST_00313,Business,2687311,Dormant
ACC_000653,CUST_00313,Salary,2625980,Active
ACC_000654,CUST_00314,Current,1225088,Active
ACC_000655,CUST_00314,Business,2477252,Active
ACC_000656,CUST_00314,Salary,1930536,Active
ACC_000657,CUST_00315,Business,4620124,Active
ACC_000658,CUST_00316,Salary,2159613,Active
ACC_000659,CUST_00316,Business,4116414,Active
ACC_000660,CUST_00316,Salary,1420903,Active
ACC_000661,CUST_00317,Business,1544904,Dormant
ACC_000662,CUST_00317,Savings,4396164,Active
ACC_000663,CUST_00317,Savings,407968,Active
ACC_000664,CUST_00318,Current,1942404,Active
ACC_000665,CUST_00318,Current,77684,Active
ACC_000666,CUST_00319,Salary,508092,Active
ACC_000667,CUST_00319,Business,4093419,Active
ACC_000668,CUST_00320,Business,100413,Active
ACC_000669,CUST_00320,Salary,4495096,Closed
ACC_000670,CUST_00320,Savings,4213893,Active
ACC_000671,CUST_00321,Business,1504799,Active
ACC_000672,CUST_00321,Savings,4399863,Active
ACC_000673,CUST_00321,Current,4417232,Active
ACC_000674,CUST_00322,Salary,3330408,Active
ACC_000675,CUST_00322,Business,3851352,Active
ACC_000676,CUST_00323,Current,2517369,Active
ACC_000677,CUST_00323,Savings,266788,Active
ACC_000678,CUST_00323,Business,3164927,Active
ACC_000679,CUST_00324,Savings,1438669,Active
ACC_000680,CUST_00325,Salary,4747749,Closed
ACC_000681,CUST_00325,Savings,4431520,Dormant
ACC_000682,CUST_00326,Current,4755530,Active
ACC_000683,CUST_00327,Savings,2352939,Dormant
ACC_000684,CUST_00328,Savings,1505534,Dormant
ACC_000685,CUST_00328,Salary,132349,Closed
ACC_000686,CUST_00328,Current,3342149,Dormant
ACC_000687,CUST_00329,Current,4731824,Active
ACC_000688,CUST_00329,Business,4535566,Active
ACC_000689,CUST_00330,Current,658899,Active
ACC_000690,CUST_00330,Salary,451438,Active
ACC_000691,CUST_00330,Current,638687,Active
ACC_000692,CUST_00331,Business,2738845,Active
ACC_000693,CUST_00331,Salary,3780488,Active
ACC_000694,CUST_00331,Salary,4640216,Dormant
ACC_000695,CUST_00332,Current,4915676,Active
ACC_000696,CUST_00332,Savings,2478822,Active
ACC_000697,CUST_00333,Savings,689184,Active
ACC_000698,CUST_00333,Business,1295168,Active
ACC_000699,CUST_00333,Salary,3026772,Active
ACC_000700,CUST_00334,Salary,3731714,Active
ACC_000701,CUST_00335,Savings,1112549,Active
ACC_000702,CUST_00335,Business,3766173,Active
ACC_000703,CUST_00336,Business,867483,Active
ACC_000704,CUST_00336,Salary,4650132,Active
ACC_000705,CUST_00336,Salary,3232609,Active
ACC_000706,CUST_00337,Business,711511,Active
ACC_000707,CUST_00337,Current,4798951,Active
ACC_000708,CUST_00338,Business,1422883,Active
ACC_000709,CUST_00338,Salary,2252559,Active
ACC_000710,CUST_00338,Savings,1403637,Active
ACC_000711,CUST_00339,Salary,4063026,Active
ACC_000712,CUST_00339,Salary,2112410,Dormant
ACC_000713,CUST_00340,Business,4982209,Active
ACC_000714,CUST_00340,Business,898349,Active
ACC_000715,CUST_00340,Savings,3320304,Active
ACC_000716,CUST_00341,Business,2765396,Active
ACC_000717,CUST_00341,Business,4987129,Active
ACC_000718,CUST_00341,Salary,1685864,Active
ACC_000719,CUST_00342,Business,2678120,Active
ACC_000720,CUST_00343,Business,4831825,Active
ACC_000721,CUST_00343,Salary,3155580,Active
ACC_000722,CUST_00343,Business,3062972,Active
ACC_000723,CUST_00344,Current,4968960,Closed
ACC_000724,CUST_00344,Current,4615566,Active
ACC_000725,CUST_00344,Business,1759658,Active
ACC_000726,CUST_00345,Savings,3433128,Active
ACC_000727,CUST_00345,Current,2541344,Active
ACC_000728,CUST_00346,Current,3550454,Active
ACC_000729,CUST_00346,Savings,3768044,Closed
ACC_000730,CUST_00346,Business,4885216,Active
ACC_000731,CUST_00347,Business,4561426,Active
ACC_000732,CUST_00347,Salary,4504893,Active
ACC_000733,CUST_00347,Savings,918457,Active
ACC_000734,CUST_00348,Salary,1396348,Active
ACC_000735,CUST_00348,Savings,4725634,Closed
ACC_000736,CUST_00348,Business,2782634,Closed
ACC_000737,CUST_00349,Savings,89481,Active
ACC_000738,CUST_00349,Current,4284862,Active
ACC_000739,CUST_00350,Current,3740461,Active
ACC_000740,CUST_00350,Business,4938450,Active
ACC_000741,CUST_00350,Current,2894796,Closed
ACC_000742,CUST_00351,Savings,2479265,Active
ACC_000743,CUST_00351,Savings,974660,Active
ACC_000744,CUST_00352,Current,2922992,Active
ACC_000745,CUST_00352,Business,1736328,Active
ACC_000746,CUST_00352,Salary,3995340,Active
ACC_000747,CUST_00353,Business,2676206,Active
ACC_000748,CUST_00353,Savings,966405,Active
ACC_000749,CUST_00353,Salary,918400,Active
ACC_000750,CUST_00354,Current,4329470,Active
ACC_000751,CUST_00355,Salary,4697353,Active
ACC_000752,CUST_00356,Current,3398784,Active
ACC_000753,CUST_00356,Current,3626006,Active
ACC_000754,CUST_00357,Current,3772308,Active
ACC_000755,CUST_00357,Business,38329,Active
ACC_000756,CUST_00357,Current,2335925,Active
ACC_000757,CUST_00358,Savings,4504751,Active
ACC_000758,CUST_00359,Current,3839211,Active
ACC_000759,CUST_00359,Business,4427794,Closed
ACC_000760,CUST_00360,Business,3293897,Active
ACC_000761,CUST_00360,Salary,2953663,Active
ACC_000762,CUST_00361,Current,2496148,Dormant
ACC_000763,CUST_00361,Savings,1124635,Active
ACC_000764,CUST_00361,Current,2562713,Active
ACC_000765,CUST_00362,Current,4286109,Active
ACC_000766,CUST_00362,Current,4822822,Active
ACC_000767,CUST_00363,Business,4508864,Active
ACC_000768,CUST_00364,Current,4655944,Active
ACC_000769,CUST_00364,Salary,1177892,Active
ACC_000770,CUST_00364,Business,450723,Dormant
ACC_000771,CUST_00365,Business,1146336,Active
ACC_000772,CUST_00366,Business,3433067,Active
ACC_000773,CUST_00366,Business,3724298,Active
ACC_000774,CUST_00367,Savings,1850935,Active
ACC_000775,CUST_00368,Current,4510787,Active
ACC_000776,CUST_00368,Business,4746019,Active
ACC_000777,CUST_00369,Savings,4805273,Active
ACC_000778,CUST_00369,Salary,4547989,Active
ACC_000779,CUST_00370,Business,4584143,Active
ACC_000780,CUST_00371,Savings,2077445,Active
ACC_000781,CUST_00371,Savings,3773628,Active
ACC_000782,CUST_00372,Business,985705,Active
ACC_000783,CUST_00373,Current,4932863,Active
ACC_000784,CUST_00374,Business,1393354,Active
ACC_000785,CUST_00374,Current,1736961,Active
ACC_000786,CUST_00374,Salary,4466094,Active
ACC_000787,CUST_00375,Current,2716003,Closed
ACC_000788,CUST_00375,Salary,2428103,Active
ACC_000789,CUST_00375,Savings,1138402,Closed
ACC_000790,CUST_00376,Savings,2327358,Dormant
ACC_000791,CUST_00376,Current,1114091,Active
ACC_000792,CUST_00377,Salary,2077639,Active
ACC_000793,CUST_00377,Business,4106877,Active
ACC_000794,CUST_00377,Salary,3475771,Active
ACC_000795,CUST_00378,Savings,3380357,Active
ACC_000796,CUST_00379,Salary,3815263,Closed
ACC_000797,CUST_00379,Salary,4882796,Active
ACC_000798,CUST_00380,Savings,3846751,Active
ACC_000799,CUST_00380,Salary,532256,Active
ACC_000800,CUST_00380,Business,1828289,Closed
ACC_000801,CUST_00381,Business,2253650,Active
ACC_000802,CUST_00382,Salary,4592173,Active
ACC_000803,CUST_00382,Business,2884496,Dormant
ACC_000804,CUST_00383,Savings,836293,Active
ACC_000805,CUST_00384,Savings,1043176,Dormant
ACC_000806,CUST_00384,Current,3702774,Active
ACC_000807,CUST_00385,Current,1107567,Dormant
ACC_000808,CUST_00385,Salary,1334599,Dormant
ACC_000809,CUST_00386,Savings,3024551,Active
ACC_000810,CUST_00386,Salary,1389525,Active
ACC_000811,CUST_00387,Salary,1965140,Active
ACC_000812,CUST_00387,Savings,799458,Active
ACC_000813,CUST_00387,Business,654797,Active
ACC_000814,CUST_00388,Business,78904,Active
ACC_000815,CUST_00389,Savings,3543626,Active
ACC_000816,CUST_00389,Business,595150,Active
ACC_000817,CUST_00390,Savings,866717,Active
ACC_000818,CUST_00391,Current,3211496,Active
ACC_000819,CUST_00391,Current,1199338,Active
ACC_000820,CUST_00392,Savings,1377709,Active
ACC_000821,CUST_00392,Current,1270818,Dormant
ACC_000822,CUST_00392,Business,1823380,Active
ACC_000823,CUST_00393,Current,1034117,Active
ACC_000824,CUST_00394,Salary,3602973,Active
ACC_000825,CUST_00394,Current,2079582,Active
ACC_000826,CUST_00395,Current,4643227,Active
ACC_000827,CUST_00396,Salary,226019,Active
ACC_000828,CUST_00396,Salary,1724403,Active
ACC_000829,CUST_00396,Current,3287245,Active
ACC_000830,CUST_00397,Current,4152419,Active
ACC_000831,CUST_00398,Business,4983244,Active
ACC_000832,CUST_00399,Salary,2655765,Active
ACC_000833,CUST_00400,Business,3066301,Active
ACC_000834,CUST_00400,Current,3952157,Closed
ACC_000835,CUST_00400,Savings,141000,Active
ACC_000836,CUST_00401,Salary,1810782,Active
ACC_000837,CUST_00402,Business,4250757,Active
ACC_000838,CUST_00403,Business,3554206,Active
ACC_000839,CUST_00403,Savings,4502031,Active
ACC_000840,CUST_00403,Current,2328568,Active
ACC_000841,CUST_00404,Current,1304397,Active
ACC_000842,CUST_00405,Savings,2602890,Active
ACC_000843,CUST_00405,Current,486750,Active
ACC_000844,CUST_00406,Savings,3804158,Active
ACC_000845,CUST_00406,Savings,2595513,Active
ACC_000846,CUST_00407,Current,1002960,Active
ACC_000847,CUST_00407,Current,96215,Active
ACC_000848,CUST_00407,Salary,4388286,Active
ACC_000849,CUST_00408,Salary,1401586,Active
ACC_000850,CUST_00408,Salary,991331,Active
ACC_000851,CUST_00408,Savings,2811276,Active
ACC_000852,CUST_00409,Savings,2206781,Active
ACC_000853,CUST_00409,Savings,4162987,Active
ACC_000854,CUST_00410,Savings,4192032,Dormant
ACC_000855,CUST_00410,Current,3085388,Active
ACC_000856,CUST_00411,Savings,1916995,Active
ACC_000857,CUST_00412,Savings,104079,Active
ACC_000858,CUST_00413,Salary,3213664,Dormant
ACC_000859,CUST_00413,Current,297651,Active
ACC_000860,CUST_00414,Business,1884370,Active
ACC_000861,CUST_00414,Business,2684810,Active
ACC_000862,CUST_00414,Savings,4795391,Active
ACC_000863,CUST_00415,Savings,1505449,Active
ACC_000864,CUST_00415,Savings,3364201,Active
ACC_000865,CUST_00415,Business,2369161,Active
ACC_000866,CUST_00416,Salary,725654,Active
ACC_000867,CUST_00416,Savings,3095719,Active
ACC_000868,CUST_00417,Salary,2035942,Active
ACC_000869,CUST_00417,Business,1640322,Active
ACC_000870,CUST_00417,Current,1264042,Active
ACC_000871,CUST_00418,Savings,1955526,Active
ACC_000872,CUST_00418,Savings,2811329,Active
ACC_000873,CUST_00419,Business,2580586,Active
ACC_000874,CUST_00419,Current,3522670,Active
ACC_000875,CUST_00419,Savings,1195315,Active
ACC_000876,CUST_00420,Savings,1942732,Dormant
ACC_000877,CUST_00421,Business,3125689,Active
ACC_000878,CUST_00421,Savings,4872857,Active
ACC_000879,CUST_00421,Current,3309058,Active
ACC_000880,CUST_00422,Savings,3649900,Active
ACC_000881,CUST_00422,Current,1987185,Active
ACC_000882,CUST_00422,Salary,3297325,Active
ACC_000883,CUST_00423,Salary,2669061,Active
ACC_000884,CUST_00423,Current,627523,Dormant
ACC_000885,CUST_00423,Current,4905886,Active
ACC_000886,CUST_00424,Current,3772239,Active
ACC_000887,CUST_00425,Savings,4496660,Active
ACC_000888,CUST_00425,Current,3791955,Active
ACC_000889,CUST_00426,Savings,759505,Active
ACC_000890,CUST_00426,Salary,339310,Active
ACC_000891,CUST_00427,Current,766149,Active
ACC_000892,CUST_00427,Salary,3324939,Active
ACC_000893,CUST_00428,Salary,2183437,Active
ACC_000894,CUST_00428,Current,261735,Closed
ACC_000895,CUST_00428,Business,4664678,Active
ACC_000896,CUST_00429,Savings,3876899,Active
ACC_000897,CUST_00430,Savings,101301,Active
ACC_000898,CUST_00431,Current,1663060,Active
ACC_000899,CUST_00432,Savings,4885886,Active
ACC_000900,CUST_00432,Savings,183873,Closed
ACC_000901,CUST_00433,Business,1081381,Active
ACC_000902,CUST_00434,Savings,359162,Dormant
ACC_000903,CUST_00434,Savings,1410195,Dormant
ACC_000904,CUST_00435,Business,4162809,Active
ACC_000905,CUST_00435,Business,1450611,Active
ACC_000906,CUST_00436,Salary,2348590,Active
ACC_000907,CUST_00437,Savings,2062792,Active
ACC_000908,CUST_00438,Business,4620511,Active
ACC_000909,CUST_00438,Savings,2347931,Active
ACC_000910,CUST_00439,Current,4411848,Active
ACC_000911,CUST_00439,Savings,3209626,Active
ACC_000912,CUST_00440,Business,4568746,Active
ACC_000913,CUST_00440,Salary,4746025,Active
ACC_000914,CUST_00441,Salary,1509404,Active
ACC_000915,CUST_00441,Current,246815,Dormant
ACC_000916,CUST_00442,Savings,3957775,Active
ACC_000917,CUST_00442,Current,1340029,Active
ACC_000918,CUST_00443,Current,2236790,Active
ACC_000919,CUST_00443,Savings,1841557,Active
ACC_000920,CUST_00443,Business,2977316,Dormant
ACC_000921,CUST_00444,Current,1985334,Active
ACC_000922,CUST_00445,Salary,4963385,Active
ACC_000923,CUST_00445,Salary,4762804,Active
ACC_000924,CUST_00445,Current,4130097,Active
ACC_000925,CUST_00446,Business,319462,Active
ACC_000926,CUST_00447,Current,168168,Active
ACC_000927,CUST_00448,Salary,1691005,Active
ACC_000928,CUST_00449,Current,2715459,Active
ACC_000929,CUST_00449,Current,4921834,Active
ACC_000930,CUST_00450,Savings,4415881,Dormant
ACC_000931,CUST_00451,Salary,3319496,Active
ACC_000932,CUST_00452,Salary,2707191,Active
ACC_000933,CUST_00452,Current,3665717,Active
ACC_000934,CUST_00453,Salary,1462317,Active
ACC_000935,CUST_00453,Salary,1873649,Active
ACC_000936,CUST_00454,Business,2574819,Active
ACC_000937,CUST_00455,Current,1491725,Active
ACC_000938,CUST_00455,Business,4761390,Active
ACC_000939,CUST_00456,Salary,1854003,Active
ACC_000940,CUST_00456,Savings,4163301,Active
ACC_000941,CUST_00456,Savings,1997454,Active
ACC_000942,CUST_00457,Current,745287,Active
ACC_000943,CUST_00457,Salary,3747603,Active
ACC_000944,CUST_00458,Current,569703,Active
ACC_000945,CUST_00459,Savings,404890,Active
ACC_000946,CUST_00460,Business,1396347,Dormant
ACC_000947,CUST_00460,Business,3177871,Active
ACC_000948,CUST_00460,Business,851844,Active
ACC_000949,CUST_00461,Current,1365461,Active
ACC_000950,CUST_00461,Savings,2474872,Active
ACC_000951,CUST_00461,Salary,879497,Active
ACC_000952,CUST_00462,Business,1350764,Active
ACC_000953,CUST_00463,Savings,2835934,Active
ACC_000954,CUST_00463,Business,260989,Active
ACC_000955,CUST_00463,Current,3643336,Active
ACC_000956,CUST_00464,Salary,1725282,Closed
ACC_000957,CUST_00465,Salary,2362586,Active
ACC_000958,CUST_00465,Savings,417372,Active
ACC_000959,CUST_00466,Business,1289405,Active
ACC_000960,CUST_00466,Savings,3588018,Active
ACC_000961,CUST_00466,Business,1675993,Active
ACC_000962,CUST_00467,Current,2448891,Closed
ACC_000963,CUST_00468,Savings,2587655,Active
ACC_000964,CUST_00468,Business,4103841,Dormant
ACC_000965,CUST_00469,Savings,4565459,Active
ACC_000966,CUST_00469,Salary,3200794,Active
ACC_000967,CUST_00470,Savings,2209686,Active
ACC_000968,CUST_00470,Salary,1898857,Active
ACC_000969,CUST_00471,Savings,1268775,Active
ACC_000970,CUST_00471,Savings,719965,Active
ACC_000971,CUST_00471,Business,4947983,Active
ACC_000972,CUST_00472,Business,4384737,Active
ACC_000973,CUST_00473,Business,4805275,Dormant
ACC_000974,CUST_00473,Business,2507953,Active
ACC_000975,CUST_00473,Savings,4212932,Active
ACC_000976,CUST_00474,Current,1009997,Dormant
ACC_000977,CUST_00474,Business,1451213,Dormant
ACC_000978,CUST_00474,Current,1778463,Active
ACC_000979,CUST_00475,Savings,3552526,Active
ACC_000980,CUST_00476,Business,1694821,Closed
ACC_000981,CUST_00476,Current,4992621,Active
ACC_000982,CUST_00476,Savings,731039,Active
ACC_000983,CUST_00477,Salary,2317940,Active
ACC_000984,CUST_00477,Savings,4929945,Active
ACC_000985,CUST_00478,Savings,3477594,Active
ACC_000986,CUST_00478,Savings,887129,Active
ACC_000987,CUST_00479,Salary,4494219,Dormant
ACC_000988,CUST_00480,Salary,3214201,Active
ACC_000989,CUST_00480,Business,315284,Active
ACC_000990,CUST_00481,Current,3370870,Active
ACC_000991,CUST_00481,Salary,1993959,Active
ACC_000992,CUST_00482,Salary,3125259,Active
ACC_000993,CUST_00482,Salary,2609431,Active
ACC_000994,CUST_00483,Savings,1913245,Active
ACC_000995,CUST_00483,Business,2692638,Active
ACC_000996,CUST_00484,Savings,1577518,Active
ACC_000997,CUST_00484,Business,4064947,Active
ACC_000998,CUST_00485,Savings,4323395,Active
ACC_000999,CUST_00485,Savings,2610889,Active
ACC_001000,CUST_00486,Current,4399031,Dormant
ACC_001001,CUST_00486,Savings,1458414,Active
ACC_001002,CUST_00487,Savings,2093876,Active
ACC_001003,CUST_00488,Salary,1671253,Active
ACC_001004,CUST_00489,Business,1040120,Active
ACC_001005,CUST_00489,Current,3125477,Active
ACC_001006,CUST_00490,Current,3982084,Active
ACC_001007,CUST_00490,Salary,2888769,Active
ACC_001008,CUST_00491,Savings,2392335,Active
ACC_001009,CUST_00491,Savings,1367566,Dormant
ACC_001010,CUST_00492,Current,1889376,Active
ACC_001011,CUST_00493,Business,4306715,Active
ACC_001012,CUST_00493,Savings,3978015,Dormant
ACC_001013,CUST_00494,Current,71998,Active
ACC_001014,CUST_00494,Salary,2311042,Active
ACC_001015,CUST_00494,Business,2926184,Active
ACC_001016,CUST_00495,Business,2535576,Active
ACC_001017,CUST_00496,Business,4904033,Active
ACC_001018,CUST_00496,Salary,4710843,Active
ACC_001019,CUST_00496,Salary,2504797,Active
ACC_001020,CUST_00497,Savings,2821951,Closed
ACC_001021,CUST_00497,Salary,2323679,Active
ACC_001022,CUST_00498,Salary,1581078,Active
ACC_001023,CUST_00498,Current,477260,Active
ACC_001024,CUST_00498,Business,2681879,Active
ACC_001025,CUST_00499,Savings,4173265,Closed
ACC_001026,CUST_00499,Salary,3512183,Active
ACC_001027,CUST_00499,Savings,4891757,Active
ACC_001028,CUST_00500,Current,2879693,Active
ACC_001029,CUST_00500,Current,4485844,Active
ACC_001030,CUST_00500,Business,3008291,Active
