account_id,incoming_transactions,outgoing_transactions,total_connections,degree_centrality
ACC_000916,4,15,19,0.018018018018018018
ACC_000588,15,11,26,0.026026026026026026
ACC_000880,6,11,17,0.017017017017017015
ACC_000884,8,10,18,0.018018018018018018
ACC_000154,10,8,18,0.018018018018018018
ACC_000328,13,10,23,0.022022022022022022
ACC_000089,10,6,16,0.016016016016016016
ACC_000804,5,11,16,0.016016016016016016
ACC_000792,12,9,21,0.02102102102102102
ACC_000025,13,12,25,0.025025025025025023
ACC_000870,6,12,18,0.018018018018018018
ACC_000238,13,5,18,0.018018018018018018
ACC_000137,11,16,27,0.026026026026026026
ACC_000077,10,12,22,0.022022022022022022
ACC_000789,13,9,22,0.022022022022022022
ACC_000123,12,6,18,0.018018018018018018
ACC_000093,17,6,23,0.023023023023023025
ACC_000975,8,11,19,0.01901901901901902
ACC_000228,10,5,15,0.015015015015015015
ACC_000961,5,12,17,0.017017017017017015
ACC_000925,13,11,24,0.024024024024024024
ACC_000906,8,14,22,0.022022022022022022
ACC_000492,10,14,24,0.024024024024024024
ACC_000558,11,12,23,0.023023023023023025
ACC_000277,12,10,22,0.022022022022022022
ACC_000756,17,15,32,0.031031031031031032
ACC_000146,11,19,30,0.03003003003003003
ACC_000039,10,13,23,0.023023023023023025
ACC_000001,13,5,18,0.017017017017017015
ACC_000750,10,9,19,0.01901901901901902
ACC_000587,9,7,16,0.016016016016016016
ACC_000991,14,10,24,0.024024024024024024
ACC_000842,9,7,16,0.015015015015015015
ACC_000726,11,9,20,0.02002002002002002
ACC_000710,11,9,20,0.02002002002002002
ACC_000396,9,12,21,0.02102102102102102
ACC_000360,7,6,13,0.013013013013013013
ACC_000777,13,8,21,0.02102102102102102
ACC_000302,10,8,18,0.018018018018018018
ACC_000910,13,11,24,0.024024024024024024
ACC_000385,13,10,23,0.023023023023023025
ACC_000912,14,9,23,0.023023023023023025
ACC_000998,14,10,24,0.024024024024024024
ACC_000099,10,14,24,0.024024024024024024
ACC_000090,15,5,20,0.02002002002002002
ACC_000175,10,15,25,0.025025025025025023
ACC_000408,9,11,20,0.02002002002002002
ACC_000046,8,7,15,0.015015015015015015
ACC_000270,6,8,14,0.014014014014014014
ACC_000989,16,7,23,0.023023023023023025
ACC_000549,9,6,15,0.015015015015015015
ACC_000875,9,7,16,0.016016016016016016
ACC_000700,5,18,23,0.023023023023023025
ACC_000334,15,11,26,0.026026026026026026
ACC_000878,12,3,15,0.015015015015015015
ACC_000597,15,11,26,0.026026026026026026
ACC_000889,12,10,22,0.022022022022022022
ACC_000634,8,10,18,0.017017017017017015
ACC_000838,11,12,23,0.023023023023023025
ACC_000713,11,10,21,0.02102102102102102
ACC_000793,12,12,24,0.023023023023023025
ACC_000092,7,15,22,0.022022022022022022
ACC_000193,10,10,20,0.02002002002002002
ACC_000529,9,9,18,0.018018018018018018
ACC_000319,7,11,18,0.018018018018018018
ACC_000370,8,13,21,0.02102102102102102
ACC_000407,9,10,19,0.01901901901901902
ACC_000651,8,7,15,0.015015015015015015
ACC_000457,6,11,17,0.017017017017017015
ACC_000668,16,14,30,0.03003003003003003
ACC_000136,10,9,19,0.01901901901901902
ACC_000224,13,9,22,0.022022022022022022
ACC_000037,7,7,14,0.014014014014014014
ACC_000229,7,8,15,0.015015015015015015
ACC_000763,11,11,22,0.022022022022022022
ACC_000391,10,10,20,0.02002002002002002
ACC_000206,7,8,15,0.015015015015015015
ACC_000147,13,7,20,0.02002002002002002
ACC_000019,8,8,16,0.016016016016016016
ACC_000844,6,13,19,0.01901901901901902
ACC_000611,7,6,13,0.013013013013013013
ACC_000502,10,3,13,0.013013013013013013
ACC_000135,7,12,19,0.01901901901901902
ACC_000376,11,10,21,0.02102102102102102
ACC_000431,8,6,14,0.014014014014014014
ACC_000429,12,14,26,0.025025025025025023
ACC_000165,8,10,18,0.018018018018018018
ACC_000298,11,9,20,0.02002002002002002
ACC_000369,5,18,23,0.023023023023023025
ACC_000367,8,10,18,0.018018018018018018
ACC_000872,8,7,15,0.015015015015015015
ACC_000116,11,8,19,0.01901901901901902
ACC_000495,11,8,19,0.01901901901901902
ACC_000890,6,12,18,0.018018018018018018
ACC_000098,2,17,19,0.018018018018018018
ACC_000657,13,6,19,0.01901901901901902
ACC_000395,11,11,22,0.022022022022022022
ACC_000459,7,9,16,0.016016016016016016
ACC_000764,6,11,17,0.017017017017017015
ACC_000670,9,2,11,0.011011011011011011
ACC_000563,11,10,21,0.02002002002002002
ACC_000688,11,7,18,0.018018018018018018
ACC_000778,15,7,22,0.022022022022022022
ACC_000675,13,13,26,0.026026026026026026
ACC_000124,13,12,25,0.024024024024024024
ACC_000734,5,8,13,0.013013013013013013
ACC_000987,4,12,16,0.016016016016016016
ACC_000648,10,9,19,0.01901901901901902
ACC_000223,9,10,19,0.018018018018018018
ACC_000464,6,12,18,0.018018018018018018
ACC_000818,11,11,22,0.022022022022022022
ACC_001000,14,11,25,0.025025025025025023
ACC_000636,13,8,21,0.02102102102102102
ACC_000377,8,8,16,0.016016016016016016
ACC_000927,9,10,19,0.01901901901901902
ACC_000938,8,6,14,0.014014014014014014
ACC_000816,12,9,21,0.02102102102102102
ACC_000934,13,7,20,0.01901901901901902
ACC_000814,7,18,25,0.025025025025025023
ACC_000646,8,13,21,0.02102102102102102
ACC_000784,11,10,21,0.02102102102102102
ACC_000161,9,10,19,0.01901901901901902
ACC_000815,9,4,13,0.013013013013013013
ACC_000127,8,10,18,0.018018018018018018
ACC_000043,8,10,18,0.018018018018018018
ACC_000525,8,10,18,0.018018018018018018
ACC_000499,13,10,23,0.023023023023023025
ACC_000632,9,13,22,0.022022022022022022
ACC_000730,8,13,21,0.02102102102102102
ACC_000079,10,8,18,0.018018018018018018
ACC_000596,10,5,15,0.015015015015015015
ACC_000604,7,6,13,0.013013013013013013
ACC_000373,6,4,10,0.01001001001001001
ACC_000527,4,9,13,0.013013013013013013
ACC_000500,11,7,18,0.018018018018018018
ACC_000362,7,12,19,0.01901901901901902
ACC_000854,5,9,14,0.014014014014014014
ACC_000530,10,9,19,0.01901901901901902
ACC_000291,7,10,17,0.017017017017017015
ACC_000841,13,7,20,0.02002002002002002
ACC_000945,13,12,25,0.025025025025025023
ACC_000017,7,9,16,0.016016016016016016
ACC_000208,11,6,17,0.017017017017017015
ACC_000149,12,12,24,0.024024024024024024
ACC_000207,12,7,19,0.01901901901901902
ACC_000716,11,9,20,0.02002002002002002
ACC_000671,7,8,15,0.015015015015015015
ACC_000980,9,10,19,0.01901901901901902
ACC_000496,6,11,17,0.017017017017017015
ACC_000322,9,10,19,0.01901901901901902
ACC_000979,5,7,12,0.012012012012012012
ACC_000539,9,10,19,0.01901901901901902
ACC_000404,10,8,18,0.018018018018018018
ACC_000569,7,12,19,0.01901901901901902
ACC_000582,11,11,22,0.022022022022022022
ACC_000325,8,8,16,0.016016016016016016
ACC_000909,8,8,16,0.016016016016016016
ACC_000024,16,14,30,0.029029029029029027
ACC_000562,12,9,21,0.02102102102102102
ACC_000107,14,11,25,0.025025025025025023
ACC_000446,16,7,23,0.023023023023023025
ACC_000011,7,8,15,0.015015015015015015
ACC_000400,7,11,18,0.018018018018018018
ACC_000653,16,11,27,0.02702702702702703
ACC_000155,7,10,17,0.017017017017017015
ACC_000016,12,9,21,0.02102102102102102
ACC_000819,6,14,20,0.02002002002002002
ACC_000083,4,6,10,0.01001001001001001
ACC_000125,12,7,19,0.01901901901901902
ACC_000172,7,6,13,0.013013013013013013
ACC_000162,15,5,20,0.02002002002002002
ACC_000073,11,9,20,0.02002002002002002
ACC_000853,9,15,24,0.024024024024024024
ACC_000237,10,13,23,0.022022022022022022
ACC_000545,9,6,15,0.015015015015015015
ACC_000564,7,7,14,0.014014014014014014
ACC_000846,9,10,19,0.01901901901901902
ACC_000744,11,7,18,0.017017017017017015
ACC_000023,7,13,20,0.02002002002002002
ACC_000160,7,12,19,0.01901901901901902
ACC_000427,7,7,14,0.014014014014014014
ACC_000579,9,7,16,0.016016016016016016
ACC_000052,10,14,24,0.024024024024024024
ACC_000947,8,8,16,0.016016016016016016
ACC_000746,9,9,18,0.018018018018018018
ACC_000152,9,12,21,0.02102102102102102
ACC_000712,12,13,25,0.024024024024024024
ACC_000278,14,12,26,0.026026026026026026
ACC_000665,15,12,27,0.02702702702702703
ACC_000926,13,12,25,0.025025025025025023
ACC_000342,6,4,10,0.01001001001001001
ACC_000231,8,11,19,0.01901901901901902
ACC_000994,14,12,26,0.026026026026026026
ACC_000122,11,10,21,0.02102102102102102
ACC_000189,7,11,18,0.018018018018018018
ACC_000997,3,8,11,0.011011011011011011
ACC_000027,12,8,20,0.02002002002002002
ACC_000168,8,8,16,0.015015015015015015
ACC_000210,11,6,17,0.017017017017017015
ACC_000753,12,17,29,0.029029029029029027
ACC_000985,12,11,23,0.023023023023023025
ACC_000638,15,8,23,0.023023023023023025
ACC_000827,15,4,19,0.01901901901901902
ACC_000669,6,4,10,0.01001001001001001
ACC_000358,10,7,17,0.017017017017017015
ACC_000840,4,11,15,0.015015015015015015
ACC_000121,8,15,23,0.023023023023023025
ACC_000574,7,11,18,0.018018018018018018
ACC_000761,13,7,20,0.01901901901901902
ACC_000222,16,10,26,0.026026026026026026
ACC_000538,11,7,18,0.018018018018018018
ACC_000797,8,8,16,0.016016016016016016
ACC_000869,4,4,8,0.008008008008008008
ACC_000692,9,6,15,0.015015015015015015
ACC_000722,4,11,15,0.015015015015015015
ACC_000682,8,11,19,0.01901901901901902
ACC_000214,17,10,27,0.02702702702702703
ACC_000181,12,9,21,0.02002002002002002
ACC_000299,7,9,16,0.016016016016016016
ACC_000009,14,4,18,0.018018018018018018
ACC_000378,10,6,16,0.016016016016016016
ACC_000091,8,12,20,0.02002002002002002
ACC_000561,8,10,18,0.018018018018018018
ACC_000134,10,5,15,0.015015015015015015
ACC_000479,13,15,28,0.028028028028028028
ACC_000796,4,8,12,0.012012012012012012
ACC_000629,6,14,20,0.02002002002002002
ACC_000503,10,14,24,0.024024024024024024
ACC_000072,11,8,19,0.01901901901901902
ACC_000501,7,9,16,0.016016016016016016
ACC_000038,9,6,15,0.015015015015015015
ACC_000628,12,2,14,0.014014014014014014
ACC_000865,8,8,16,0.016016016016016016
ACC_000917,10,10,20,0.01901901901901902
ACC_000920,6,14,20,0.02002002002002002
ACC_000999,7,13,20,0.02002002002002002
ACC_000950,7,2,9,0.009009009009009009
ACC_000664,15,10,25,0.025025025025025023
ACC_000721,7,6,13,0.013013013013013013
ACC_000304,5,9,14,0.014014014014014014
ACC_000344,8,7,15,0.015015015015015015
ACC_000516,7,11,18,0.018018018018018018
ACC_000498,10,10,20,0.02002002002002002
ACC_000546,6,8,14,0.014014014014014014
ACC_000922,9,10,19,0.01901901901901902
ACC_000301,12,7,19,0.01901901901901902
ACC_000296,10,4,14,0.014014014014014014
ACC_000787,11,8,19,0.01901901901901902
ACC_000326,9,7,16,0.016016016016016016
ACC_000775,10,15,25,0.025025025025025023
ACC_000428,13,9,22,0.022022022022022022
ACC_000018,10,11,21,0.02102102102102102
ACC_000473,14,12,26,0.026026026026026026
ACC_000652,13,8,21,0.02102102102102102
ACC_000143,6,9,15,0.015015015015015015
ACC_000233,9,10,19,0.01901901901901902
ACC_000005,11,12,23,0.023023023023023025
ACC_000014,15,2,17,0.017017017017017015
ACC_000414,11,6,17,0.017017017017017015
ACC_000031,8,16,24,0.024024024024024024
ACC_000033,11,14,25,0.024024024024024024
ACC_000799,12,10,22,0.022022022022022022
ACC_000507,10,8,18,0.018018018018018018
ACC_000605,11,9,20,0.02002002002002002
ACC_000028,9,8,17,0.017017017017017015
ACC_000824,8,10,18,0.018018018018018018
ACC_000960,7,8,15,0.015015015015015015
ACC_000029,8,8,16,0.016016016016016016
ACC_000762,5,4,9,0.009009009009009009
ACC_000220,9,9,18,0.018018018018018018
ACC_000058,12,6,18,0.018018018018018018
ACC_000068,8,10,18,0.018018018018018018
ACC_000256,12,4,16,0.016016016016016016
ACC_000642,8,15,23,0.023023023023023025
ACC_000877,14,8,22,0.022022022022022022
ACC_000470,10,10,20,0.02002002002002002
ACC_000704,7,7,14,0.014014014014014014
ACC_000263,9,8,17,0.017017017017017015
ACC_000267,9,7,16,0.016016016016016016
ACC_000755,10,7,17,0.017017017017017015
ACC_000236,12,7,19,0.01901901901901902
ACC_000230,12,8,20,0.01901901901901902
ACC_000305,7,11,18,0.018018018018018018
ACC_000893,15,9,24,0.024024024024024024
ACC_000115,4,13,17,0.017017017017017015
ACC_000600,12,9,21,0.02002002002002002
ACC_000402,9,6,15,0.015015015015015015
ACC_000353,10,10,20,0.01901901901901902
ACC_000983,4,12,16,0.016016016016016016
ACC_000768,11,10,21,0.02002002002002002
ACC_000109,15,10,25,0.025025025025025023
ACC_000801,8,14,22,0.022022022022022022
ACC_000252,8,11,19,0.01901901901901902
ACC_000273,6,12,18,0.018018018018018018
ACC_000420,12,5,17,0.017017017017017015
ACC_000903,6,12,18,0.018018018018018018
ACC_000758,13,8,21,0.02102102102102102
ACC_000114,10,12,22,0.02102102102102102
ACC_000384,10,6,16,0.016016016016016016
ACC_000887,9,9,18,0.018018018018018018
ACC_000170,12,5,17,0.017017017017017015
ACC_000186,8,11,19,0.01901901901901902
ACC_000521,8,10,18,0.018018018018018018
ACC_000417,8,10,18,0.017017017017017015
ACC_000936,9,10,19,0.01901901901901902
ACC_000908,12,9,21,0.02102102102102102
ACC_000782,9,13,22,0.022022022022022022
ACC_000280,6,13,19,0.01901901901901902
ACC_000010,8,4,12,0.012012012012012012
ACC_000817,12,7,19,0.01901901901901902
ACC_000493,12,11,23,0.023023023023023025
ACC_000933,7,14,21,0.02102102102102102
ACC_000040,7,6,13,0.013013013013013013
ACC_000295,10,4,14,0.013013013013013013
ACC_000401,16,9,25,0.025025025025025023
ACC_000140,14,10,24,0.024024024024024024
ACC_000128,9,11,20,0.02002002002002002
ACC_000613,9,6,15,0.015015015015015015
ACC_000218,6,7,13,0.013013013013013013
ACC_000614,17,6,23,0.023023023023023025
ACC_000201,13,10,23,0.023023023023023025
ACC_000733,7,8,15,0.015015015015015015
ACC_000955,8,9,17,0.017017017017017015
ACC_000533,4,4,8,0.008008008008008008
ACC_000151,13,7,20,0.02002002002002002
ACC_000616,10,9,19,0.01901901901901902
ACC_000830,11,10,21,0.02102102102102102
ACC_000805,10,10,20,0.02002002002002002
ACC_000243,12,6,18,0.018018018018018018
ACC_000055,9,4,13,0.013013013013013013
ACC_000365,12,10,22,0.022022022022022022
ACC_000699,7,8,15,0.015015015015015015
ACC_000085,9,14,23,0.023023023023023025
ACC_000660,12,8,20,0.01901901901901902
ACC_000343,10,7,17,0.017017017017017015
ACC_000356,8,11,19,0.01901901901901902
ACC_000847,2,14,16,0.016016016016016016
ACC_000946,7,10,17,0.017017017017017015
ACC_000489,10,6,16,0.016016016016016016
ACC_000952,4,8,12,0.012012012012012012
ACC_000366,8,10,18,0.018018018018018018
ACC_000418,9,10,19,0.01901901901901902
ACC_000371,14,12,26,0.026026026026026026
ACC_000703,4,13,17,0.017017017017017015
ACC_000930,10,9,19,0.01901901901901902
ACC_000812,10,11,21,0.02102102102102102
ACC_000249,6,9,15,0.015015015015015015
ACC_000211,12,7,19,0.01901901901901902
ACC_000556,7,10,17,0.017017017017017015
ACC_000748,8,8,16,0.016016016016016016
ACC_000095,12,7,19,0.01901901901901902
ACC_000732,9,7,16,0.016016016016016016
ACC_000487,9,7,16,0.016016016016016016
ACC_000234,8,8,16,0.016016016016016016
ACC_000314,7,16,23,0.023023023023023025
ACC_000963,7,11,18,0.017017017017017015
ACC_000225,6,13,19,0.01901901901901902
ACC_000350,6,11,17,0.017017017017017015
ACC_000913,7,8,15,0.015015015015015015
ACC_000279,9,7,16,0.016016016016016016
ACC_000845,8,8,16,0.016016016016016016
ACC_000375,10,8,18,0.018018018018018018
ACC_000860,10,11,21,0.02102102102102102
ACC_000480,9,5,14,0.014014014014014014
ACC_000021,7,6,13,0.013013013013013013
ACC_000897,3,6,9,0.009009009009009009
ACC_000393,4,5,9,0.009009009009009009
