source_account_id,transaction_count,total_transaction_amount,average_transaction_amount,max_transaction_amount,min_transaction_amount,transaction_amount_std,suspicious_transaction_count
ACC_000335,11,342892.95,31172.086363636365,246039.4,1186.29,71591.92268849025,2
ACC_000336,12,226743.81,18895.3175,92242.89,1716.86,28402.29632265389,0
ACC_000337,3,28339.99,9446.663333333334,11807.24,5934.22,3101.3204596483306,1
ACC_000338,9,225029.77,25003.307777777776,66596.61,3130.58,23340.754985839565,1
ACC_000339,13,127402.03,9800.156153846154,27996.31,452.87,8661.482073276622,0
ACC_000340,11,118038.87,10730.806363636364,34745.84,862.61,9593.152265784456,0
ACC_000341,13,607061.73,46697.056153846155,159887.85,633.54,59261.8149226333,2
ACC_000342,4,93386.7,23346.675,60211.41,1622.71,25747.476358050448,0
ACC_000343,7,128817.41000000002,18402.487142857146,72805.32,580.94,26675.722184078866,0
ACC_000344,7,157235.6,22462.22857142857,45515.26,3566.65,16840.848521130032,0
ACC_000345,8,47284.6,5910.575,13308.02,1602.52,4290.2103330323025,0
ACC_000346,9,195823.91000000003,21758.212222222224,86796.21,1496.74,28810.93764441587,2
ACC_000347,14,375638.38,26831.312857142857,181221.69,1213.65,53001.16018156024,0
ACC_000348,10,260794.8,26079.48,194659.37,564.68,59840.82620414817,1
ACC_000349,6,68183.19,11363.865,26643.8,2134.75,8471.062589710336,0
ACC_000350,11,67049.79,6095.435454545454,11718.03,652.47,4378.116734116083,0
ACC_000351,9,165457.33000000002,18384.14777777778,55342.1,1334.39,19449.83217498147,0
ACC_000352,10,165144.28999999998,16514.428999999996,60321.38,1501.5,17922.062045753333,0
ACC_000353,10,153034.34,15303.434,58055.32,996.49,19624.92695663587,1
ACC_000354,9,141021.85,15669.094444444445,59681.87,2560.47,17408.434587867967,0
ACC_000355,7,77874.95999999999,11124.994285714285,30319.35,2287.92,9324.246468306625,1
ACC_000356,11,438483.52999999997,39862.13909090909,310073.97,2001.71,91177.14069337635,1
ACC_000357,13,508412.5,39108.653846153844,165027.58,3589.0,43036.305722981066,0
ACC_000358,7,109775.9,15682.271428571428,76056.12,270.52,27103.475026681495,1
ACC_000359,9,50546.6,5616.288888888888,14496.78,475.55,4848.374893779988,0
ACC_000360,6,54991.67,9165.278333333334,25338.81,510.27,9756.632093361759,1
ACC_000361,10,401434.93,40143.493,238381.87,2397.76,70812.01917311325,1
ACC_000362,12,165754.86,13812.904999999999,42137.66,3907.35,11073.618139211034,1
ACC_000363,11,202372.74,18397.521818181816,97764.13,1319.44,27286.321615187277,0
ACC_000364,6,45379.71,7563.285,16080.61,1975.53,5580.307490566268,0
ACC_000365,10,971273.87,97127.387,740070.52,1280.17,229782.78817673365,2
ACC_000366,10,245505.08,24550.507999999998,124550.47,970.59,37947.24297581045,1
ACC_000367,10,165977.89,16597.789,36439.59,4948.16,10292.703355817384,0
ACC_000368,4,92508.88,23127.22,32630.16,7424.98,11182.634983330181,0
ACC_000369,18,969955.99,53886.44388888889,497810.05,1348.68,124375.2539182661,2
ACC_000370,13,667857.7899999999,51373.67615384615,477506.0,1485.55,128746.44498155102,2
ACC_000371,13,154737.91999999998,11902.916923076922,46283.52,564.25,12489.390166177305,0
ACC_000372,10,196969.93000000002,19696.993000000002,91223.19,736.08,29332.656915585874,1
ACC_000373,4,27302.8,6825.7,10142.89,4348.56,2424.3960919096253,0
ACC_000374,10,232066.37999999998,23206.638,95702.01,3666.52,28101.78598421768,0
ACC_000375,8,1797329.47,224666.18375,1305453.77,3448.28,458749.5887882409,2
ACC_000376,10,213438.18,21343.818,48412.79,2174.32,14787.3438687058,0
ACC_000377,8,521527.49,65190.93625,205179.48,5240.87,76875.17896845675,1
ACC_000378,6,62105.88,10350.98,49560.89,862.78,19278.260852475254,0
ACC_000379,14,398867.98000000004,28490.570000000003,171476.17,624.65,52139.06956513469,2
ACC_000380,15,219791.97,14652.798,77918.84,593.56,18980.312701326377,1
ACC_000381,12,1313375.1500000001,109447.92916666668,899962.48,1943.8,251090.57403933542,2
ACC_000382,15,244535.81999999998,16302.387999999999,58235.46,460.19,17004.469591040383,1
ACC_000383,15,309755.41000000003,20650.360666666667,156065.73,787.61,38511.82171464376,2
ACC_000384,6,49434.03,8239.005,24623.55,801.75,8567.224501033576,0
ACC_000385,10,429438.50999999995,42943.850999999995,339227.8,1718.63,104298.28030918677,1
ACC_000386,11,63136.82,5739.710909090909,19540.75,1381.66,6448.239548675986,0
ACC_000387,13,197178.54,15167.58,52083.35,2113.17,14509.807567392132,0
ACC_000388,10,120417.15000000001,12041.715,32903.64,1191.01,10308.697115790952,0
ACC_000389,12,166855.7,13904.641666666668,34217.64,1408.31,10194.875796546772,1
ACC_000390,8,87286.76,10910.845,25938.48,1969.02,7633.942416892372,0
ACC_000391,10,150556.8,15055.679999999998,55277.29,1592.14,16412.707448654262,0
ACC_000392,12,387289.92,32274.16,174672.97,403.72,53267.745480787395,1
ACC_000393,5,1666263.21,333252.642,1617331.9,6961.57,717845.8430804046,1
ACC_000394,11,111010.29999999999,10091.845454545453,31058.42,2442.65,7993.268681083306,0
ACC_000395,11,473861.32999999996,43078.30272727273,350142.05,2497.52,102466.59877609689,1
ACC_000396,12,151241.26,12603.438333333334,79601.59,1846.32,21385.082640641147,1
ACC_000397,12,99201.58,8266.798333333334,28129.97,980.49,9673.329022537677,0
ACC_000398,14,359241.38,25660.09857142857,135457.41,1338.67,36976.56964917355,1
ACC_000399,11,649957.99,59087.09,471187.7,718.97,137415.29695140413,1
ACC_000400,11,1415580.5,128689.13636363637,907651.85,2749.72,288202.7201280928,2
ACC_000401,9,150987.66,16776.406666666666,45721.96,5939.11,13559.447933880825,0
ACC_000402,6,47160.96,7860.16,16830.8,666.13,5744.83306704381,0
ACC_000403,8,51767.32,6470.915,10603.2,549.88,4157.594726129863,0
ACC_000404,8,165239.95,20654.99375,77330.94,2018.2,24931.964214150557,0
ACC_000405,10,171071.38,17107.138,100495.25,462.06,31164.15951028674,0
ACC_000406,11,45866.3,4169.663636363636,11798.86,434.16,3282.5304936169987,0
ACC_000407,10,145041.63,14504.163,55644.79,1198.0,17069.283922758936,0
ACC_000408,11,132673.66999999998,12061.242727272725,51082.5,942.29,13716.321826314874,2
ACC_000409,11,260699.72000000003,23699.97454545455,162250.73,1777.91,47364.08680192206,0
ACC_000410,12,133595.29,11132.940833333334,41399.64,2916.11,10584.15637534059,0
ACC_000411,7,250386.86,35769.55142857142,170281.04,2034.45,60253.08674633011,2
ACC_000412,12,393841.1,32820.09166666667,278200.11,942.25,77731.4600678679,1
ACC_000413,13,265197.26,20399.78923076923,55627.18,969.82,18319.371817802807,1
ACC_000414,6,84487.58,14081.263333333334,26792.7,3061.92,9775.944045821185,0
ACC_000415,13,560740.3,43133.86923076923,237419.84,2739.57,67033.86780693653,2
ACC_000416,4,199578.52,49894.63,96905.12,5479.59,38007.839949493755,0
ACC_000417,10,238032.08000000002,23803.208000000002,102084.44,2176.94,29782.09936776967,0
ACC_000418,11,150552.80000000002,13686.618181818183,55775.72,2598.08,14740.915211265425,0
ACC_000419,11,244843.33000000002,22258.484545454547,55173.92,1303.97,17453.041232938955,1
ACC_000420,5,65423.47,13084.694,18623.41,3194.78,6362.4547065366205,0
ACC_000421,10,169433.18,16943.318,35463.76,1487.32,12343.989428152921,0
ACC_000422,8,149809.93,18726.24125,55856.27,1037.16,17354.00668136854,1
ACC_000423,10,318060.85,31806.085,246326.99,870.26,75702.58765696752,1
ACC_000424,9,94783.19,10531.465555555556,54886.0,605.2,17677.94986057568,0
ACC_000425,12,347889.7,28990.808333333334,191760.59,2403.73,52771.32612666394,0
ACC_000426,9,172777.83,19197.536666666667,49159.65,644.32,20114.949079068654,0
ACC_000427,7,261837.37,37405.33857142857,192993.98,1323.39,69526.62890305134,0
ACC_000428,9,207165.56,23018.395555555555,82704.83,2365.4,25303.47472491086,2
ACC_000429,14,175712.79,12550.913571428571,37899.71,1334.67,10179.732725429414,0
ACC_000430,9,202873.19,22541.465555555555,74417.05,2748.73,24315.21467384933,0
ACC_000431,6,32879.16,5479.860000000001,9383.35,2053.97,2597.326286764911,0
ACC_000432,8,260416.86,32552.1075,107879.47,2167.1,37580.91418022252,0
ACC_000433,11,154377.83000000002,14034.348181818183,34742.44,1334.82,11955.688987821504,0
ACC_000434,9,93542.61,10393.623333333333,33979.43,1285.69,11207.92485541369,0
ACC_000435,10,89944.7,8994.47,35193.87,699.19,9914.07715718188,0
ACC_000436,14,118418.33,8458.452142857142,32902.05,465.5,9668.393303251405,0
ACC_000437,6,197231.08000000002,32871.84666666667,111622.37,7580.56,39510.72948654158,0
ACC_000438,16,293236.37,18327.273125,71874.6,1769.12,22456.567416965197,0
ACC_000439,15,300494.76,20032.984,107571.86,1528.84,30051.737350807147,0
ACC_000440,17,358823.7,21107.276470588236,179048.03,680.05,42959.607312839806,2
ACC_000441,11,126514.84,11501.34909090909,45853.24,3136.75,11829.96159752047,1
ACC_000442,11,148725.59,13520.50818181818,23142.37,4986.22,6227.69547656887,0
ACC_000443,7,58548.130000000005,8364.018571428573,19033.16,2184.68,6591.2955348358955,0
ACC_000444,7,66548.18000000001,9506.882857142858,18928.78,3507.78,5305.433458841084,0
ACC_000445,12,182322.13,15193.510833333334,50993.22,1548.15,19211.738329833883,0
ACC_000446,7,2330906.51,332986.64428571425,1953830.04,2716.84,717670.2226467086,2
ACC_000447,8,218113.2,27264.15,73062.35,565.01,27027.63058131385,0
ACC_000448,11,159149.66999999998,14468.151818181817,44680.74,783.04,16003.649761043145,0
ACC_000449,12,591977.55,49331.4625,401465.74,894.59,112849.31403397371,2
ACC_000450,8,53702.450000000004,6712.806250000001,22022.4,823.91,7518.291782092788,0
ACC_000451,10,255848.73,25584.873,100676.35,574.4,35289.930785819866,0
ACC_000452,9,90705.52,10078.391111111112,28725.62,2097.99,8731.096364764915,0
ACC_000453,9,262359.49,29151.054444444442,202989.81,611.88,65313.6698041532,1
ACC_000454,12,140135.13,11677.9275,27641.8,223.77,9345.223901469792,0
ACC_000455,14,137332.51,9809.465,25935.0,1086.41,7112.990353156951,0
ACC_000456,8,37104.119999999995,4638.014999999999,10363.97,442.02,2825.193833522123,1
ACC_000457,11,205587.15,18689.74090909091,71902.48,1185.17,23820.500134323986,1
ACC_000458,12,162510.93,13542.5775,36917.76,1090.72,12268.675250781876,0
ACC_000459,9,81576.11,9064.012222222222,25961.75,1927.54,9159.738177790314,0
ACC_000460,7,177754.49000000002,25393.498571428576,131031.82,2644.08,46726.37413710143,0
ACC_000461,14,194866.62,13919.044285714286,35657.05,629.87,12498.154017811969,0
ACC_000462,5,29002.72,5800.544,11703.78,1984.89,4072.922795515525,0
ACC_000463,10,249157.91,24915.791,93400.57,1717.89,31244.410373602812,0
ACC_000464,12,478519.76999999996,39876.6475,95323.59,3178.71,33794.4354900704,0
ACC_000465,10,159806.91,15980.691,66138.13,300.56,19538.13570432647,0
ACC_000466,14,213607.95,15257.710714285715,39995.36,3275.29,12595.354601301022,0
ACC_000467,7,97273.61,13896.23,65291.79,919.7,22981.221563718787,0
ACC_000468,4,296877.0,74219.25,237382.14,4855.34,109290.5991361337,1
ACC_000469,5,29055.63,5811.126,8222.82,3064.68,1978.309346103384,0
ACC_000470,10,858753.8200000001,85875.38200000001,785735.76,1505.92,246199.27453608808,1
ACC_000471,10,130045.12999999999,13004.512999999999,49065.52,1169.98,15014.159665823641,0
ACC_000472,13,183164.49,14089.576153846154,65295.58,970.56,17756.812505137073,1
ACC_000473,12,189383.56,15781.963333333333,49935.96,1899.54,16960.827902522025,0
ACC_000474,13,143588.58000000002,11045.275384615386,58174.8,933.3,14917.78086722777,0
ACC_000475,7,155635.26,22233.608571428573,86406.08,5015.43,28887.09655628353,0
ACC_000476,8,55325.83,6915.72875,26133.68,1469.31,8042.219478996787,0
ACC_000477,13,280712.1,21593.238461538458,97938.75,1710.7,31051.36455811184,0
ACC_000478,10,217015.72,21701.572,141217.46,3206.55,42247.72912821411,0
ACC_000479,15,3696431.42,246428.76133333333,3468549.3,869.92,891542.3144963392,2
ACC_000480,5,37477.5,7495.5,18296.66,901.79,6955.163900401628,0
ACC_000481,8,144086.26,18010.7825,61756.89,848.51,21042.324927477373,1
ACC_000482,15,353908.27,23593.88466666667,145190.95,1882.02,35771.798316189546,1
ACC_000483,12,301501.70999999996,25125.142499999998,85400.28,997.4,27495.21982930955,0
ACC_000484,9,147135.78,16348.42,63783.73,1791.68,20022.91133903047,1
ACC_000485,10,171239.91,17123.991,49070.42,1561.04,17576.9843302911,0
ACC_000486,13,222563.58000000002,17120.275384615386,50790.29,2888.42,14240.079824761411,0
ACC_000487,7,125161.52,17880.217142857142,37092.94,565.65,14654.735730668219,0
ACC_000488,17,117575.12000000001,6916.183529411765,33997.97,674.75,8164.509308517829,0
ACC_000489,6,54932.21,9155.368333333334,23127.73,1511.46,8597.500080394107,0
ACC_000490,12,4321941.569999999,360161.7974999999,3892707.28,2505.13,1113737.1185414607,2
ACC_000491,10,165087.28,16508.728,46347.04,2310.84,12855.914241963848,0
ACC_000492,14,88340.92,6310.065714285714,14461.21,736.56,4244.763106840664,0
ACC_000493,11,140733.93,12793.993636363635,70155.54,1363.45,19541.839762252308,0
ACC_000494,5,92731.86,18546.372,64692.69,1363.93,26528.08224964104,0
ACC_000495,8,818463.6,102307.95,577420.48,318.54,202354.47328716435,1
ACC_000496,11,767319.2499999999,69756.29545454544,559537.72,474.46,165488.8049585245,0
ACC_000497,11,268714.27999999997,24428.570909090908,99037.76,2114.12,27216.774349496838,0
ACC_000498,10,168685.73,16868.573,103748.57,1267.91,32363.678943219686,1
ACC_000499,10,466024.37000000005,46602.437000000005,217656.26,7567.86,62701.10708328842,2
ACC_000500,7,37703.27,5386.181428571428,9665.54,1538.52,3351.543351758155,0
ACC_000501,9,75366.53,8374.058888888889,17525.75,1062.58,6934.2628863193595,0
ACC_000502,3,75984.48999999999,25328.16333333333,49281.67,2078.03,23609.67932537275,1
ACC_000503,14,197968.74000000002,14140.624285714288,90974.1,1529.22,23187.649938925788,1
ACC_000504,12,479380.8,39948.4,312346.88,1721.36,88441.1629906375,2
ACC_000505,10,96302.97,9630.297,37595.47,1098.66,11541.391321780393,0
ACC_000506,7,87359.48000000001,12479.925714285715,28589.23,4348.71,8804.853271044814,0
ACC_000507,8,188504.28,23563.035,131739.52,692.72,44421.55561551042,1
ACC_000508,5,98589.67,19717.934,39517.42,9261.74,12943.359322903,0
ACC_000509,12,193355.43,16112.9525,63275.51,1296.47,18360.60558275547,0
ACC_000510,6,184070.91,30678.485,131143.69,2405.41,50112.46143897933,0
ACC_000511,12,974994.8500000001,81249.57083333335,778647.26,1622.0,220992.08988244948,1
ACC_000512,9,47586.83,5287.425555555556,17031.84,779.05,4848.913840704718,0
ACC_000513,11,224280.08,20389.09818181818,70872.37,1309.28,22894.429805064294,0
ACC_000514,7,246188.68,35169.811428571425,121841.99,3163.69,44579.46630383374,1
ACC_000515,10,166710.5,16671.05,43001.93,5491.67,13507.8925830033,0
ACC_000516,12,124540.69,10378.390833333333,29313.96,669.56,11432.35094381288,0
ACC_000517,3,28001.89,9333.963333333333,16620.83,3071.15,6832.640115484887,1
ACC_000518,10,381699.25,38169.925,193534.68,5396.99,57410.210138057664,3
ACC_000519,9,484182.15,53798.01666666667,328745.9,1042.03,108150.9849028608,1
ACC_000520,16,149757.04,9359.815,57462.83,775.84,13906.482832539172,0
ACC_000521,10,140578.29,14057.829000000002,27978.43,5085.7,7476.337371902026,1
ACC_000522,10,95797.2,9579.72,60648.64,817.79,18104.742601346195,0
ACC_000523,8,192737.56999999998,24092.196249999997,90234.54,2255.3,28166.13828147801,0
ACC_000524,10,70096.65,7009.664999999999,23715.7,1208.12,7007.179670926814,0
ACC_000525,10,123842.11,12384.211,57986.03,820.9,16828.918424454478,0
ACC_000526,8,80949.12,10118.64,18945.13,2962.23,5055.59288886505,0
ACC_000527,9,308094.97000000003,34232.77444444445,207654.95,633.5,66305.95851978616,0
ACC_000528,14,181509.13,12964.937857142857,52696.62,954.76,15133.990492457282,0
ACC_000529,9,2797334.09,310814.8988888889,2695570.02,5128.84,894313.7799982389,1
ACC_000530,9,68111.33,7567.925555555556,33465.47,1500.16,10010.96574395936,0
ACC_000531,7,178244.68,25463.52571428571,110666.3,400.26,41026.67304005199,0
ACC_000532,9,273920.01,30435.556666666667,133826.29,761.95,40290.89559668785,1
ACC_000533,4,13951.23,3487.8075,7215.97,911.5,3029.237538593664,0
ACC_000534,7,101936.8,14562.4,54663.69,1906.02,18166.80587177247,0
ACC_000535,6,108194.97,18032.495,60422.99,1455.35,21507.27223856131,0
ACC_000536,11,76109.21,6919.019090909092,12913.79,1280.36,4153.362168252257,0
ACC_000537,11,485301.12999999995,44118.28454545454,159837.9,941.33,48637.34343127724,3
ACC_000538,7,54939.0,7848.428571428572,15835.41,1436.13,5553.980949929604,0
ACC_000539,10,297226.08,29722.608,106316.84,263.6,35905.36330283752,0
ACC_000540,10,181314.81,18131.481,64641.82,924.15,22137.95307466366,1
ACC_000541,3,84409.98000000001,28136.660000000003,43034.16,2171.64,22567.762060080306,0
ACC_000542,9,208501.36,23166.817777777775,75102.11,579.08,27748.33379303872,1
ACC_000543,6,46372.07,7728.678333333333,16082.21,1692.94,6270.332614799367,0
ACC_000544,13,997838.7,76756.82307692307,622229.08,1482.79,169448.83793352754,2
ACC_000545,6,70254.11,11709.018333333333,20805.24,926.63,8126.463329393462,0
ACC_000546,8,133302.24,16662.78,41115.66,389.37,14672.632934174717,0
ACC_000547,14,187218.37999999998,13372.741428571428,66023.4,842.73,16280.73364085285,0
ACC_000548,16,275721.29,17232.580625,88478.36,981.92,22485.246933484326,0
ACC_000549,6,34634.45,5772.408333333333,19201.51,598.31,6840.509758348178,0
ACC_000550,7,70448.06,10064.00857142857,24607.64,1958.8,7968.932606299768,0
ACC_000551,9,346468.25000000006,38496.472222222226,268704.34,265.54,86776.49598796898,1
ACC_000552,9,159646.77,17738.53,80566.45,859.39,24683.840667311073,0
ACC_000553,15,242960.01,16197.334,81481.8,1144.13,20971.524681601277,0
ACC_000554,6,65534.14,10922.356666666667,29098.78,1561.66,11351.016145164567,0
ACC_000555,15,572531.3,38168.753333333334,218004.71,2216.12,63569.221033184614,1
ACC_000556,10,317959.97,31795.996999999996,149053.38,1657.69,45249.45583329964,0
ACC_000557,17,270992.1,15940.71176470588,53509.99,1302.7,16646.589343534546,0
ACC_000558,12,174423.88,14535.323333333334,78059.39,809.48,21553.81117296021,0
ACC_000559,12,253910.24,21159.186666666665,151670.56,2152.25,41780.95633309669,0
ACC_000560,10,134692.78,13469.278,30632.58,2930.8,9704.375990266568,0
ACC_000561,10,335069.71,33506.971000000005,185585.08,4872.68,55237.68539285464,2
ACC_000562,9,80550.84,8950.093333333332,34347.81,2772.5,9712.42752807196,0
ACC_000563,10,74216.01,7421.601,21367.86,1454.44,6075.718585188916,0
ACC_000564,7,125814.62,17973.51714285714,44560.59,2226.05,16435.22804315141,0
ACC_000565,11,159086.33000000002,14462.393636363639,88523.07,1271.89,25071.576723366357,0
ACC_000566,11,135404.73,12309.52090909091,46477.36,1029.97,13350.571627189192,1
ACC_000567,15,221661.59000000003,14777.439333333336,67629.74,692.34,22126.544706163768,0
ACC_000568,11,147521.83000000002,13411.075454545457,51378.28,2478.84,14837.786456021913,0
ACC_000569,12,282711.79000000004,23559.315833333338,95360.32,2243.74,31433.261835908343,0
ACC_000570,5,212425.08,42485.015999999996,62129.95,19064.78,16271.287809860964,1
ACC_000571,12,383191.55,31932.629166666666,131874.76,663.1,45174.19876175588,0
ACC_000572,8,124253.12,15531.64,40479.08,2312.76,15380.251400002724,0
ACC_000573,8,51280.31,6410.03875,26349.9,999.84,8325.947382448332,0
ACC_000574,11,163925.77,14902.342727272726,58894.07,1684.82,16583.37376205523,1
ACC_000575,9,1026199.28,114022.14222222223,725150.48,2403.31,231306.97636869238,1
ACC_000576,12,410365.88,34197.15666666667,257171.08,696.76,71040.16071123627,1
ACC_000577,7,104333.06,14904.722857142857,76988.01,2552.23,27450.231375628824,0
ACC_000578,7,65807.97,9401.138571428572,19091.25,417.39,6833.743503518474,1
ACC_000579,7,62353.09,8907.584285714285,20146.34,2021.65,6383.698226808807,0
ACC_000580,9,365105.61,40567.29,214157.34,2786.61,66856.02255774419,1
ACC_000581,8,55625.26,6953.1575,16130.92,1780.13,5720.1999761066045,0
ACC_000582,11,893842.64,81258.42181818181,750699.62,302.79,223398.5227543333,1
ACC_000583,8,5055773.04,631971.63,4751120.85,4295.09,1665061.4513688704,1
ACC_000584,13,343224.56,26401.88923076923,151264.54,2485.96,43069.534301854146,1
ACC_000585,11,826686.5900000001,75153.32636363637,737149.26,2186.28,219626.00401343292,3
ACC_000586,19,447885.18,23572.904210526314,123603.16,1021.55,34428.76470230352,2
ACC_000587,8,108263.67,13532.95875,42166.53,1500.83,13704.857340479623,0
ACC_000588,11,138920.62,12629.147272727272,52129.92,73.19,15424.073035345164,0
ACC_000589,13,136946.13,10534.317692307694,31807.79,1292.42,11294.878602414721,0
ACC_000590,8,66305.31999999999,8288.164999999999,17725.64,433.18,6512.5645068502545,0
ACC_000591,16,253069.23,15816.826875,40269.8,671.35,13471.324144960025,1
ACC_000592,9,549255.83,61028.42555555555,217560.84,2542.9,81617.23987858433,3
ACC_000593,10,2117447.4099999997,211744.74099999998,1954054.38,716.12,612435.092314814,1
ACC_000594,11,247682.24,22516.567272727272,73878.62,3665.68,23434.920537257254,0
ACC_000595,8,228840.24,28605.03,152497.33,1780.34,50560.66613661256,0
ACC_000596,5,75146.45999999999,15029.291999999998,60047.03,1607.09,25203.797839264626,0
ACC_000597,11,287699.82,26154.52909090909,67843.63,2132.83,26500.454444775263,1
ACC_000598,9,316631.62,35181.29111111111,204650.8,1409.43,63969.14561988624,1
ACC_000599,13,111905.17,8608.09,22088.9,768.2,6254.023678744748,0
ACC_000600,9,256122.61000000002,28458.06777777778,188141.89,378.15,60117.88638560965,0
ACC_000601,7,49158.99,7022.712857142857,17307.4,3009.12,5057.1242415352835,0
ACC_000602,14,337987.88,24141.99142857143,95554.17,4197.14,29686.264698239942,0
ACC_000603,10,240296.93000000002,24029.693000000003,138683.23,1067.4,41003.232091185215,1
ACC_000604,6,91951.13,15325.188333333334,34979.39,2529.69,12995.051959205728,0
ACC_000605,9,171175.90999999997,19019.545555555553,87768.37,719.96,27687.01574885018,0
ACC_000606,9,160959.24,17884.36,51582.89,3178.54,16396.334793623086,1
ACC_000607,16,202390.66,12649.41625,42268.43,819.72,14962.620205856938,0
ACC_000608,10,354114.17,35411.417,160573.9,1808.43,46084.218855025996,1
ACC_000609,5,31890.03,6378.005999999999,10730.33,1633.48,3498.40002240024,0
ACC_000610,7,92158.3,13165.471428571429,33319.68,1857.12,12823.951805681727,0
ACC_000611,6,92988.40999999999,15498.06833333333,62275.49,4186.56,23090.759916315805,0
ACC_000612,9,211498.48,23499.83111111111,85619.66,1945.44,29124.616166569664,0
ACC_000613,6,83025.1,13837.516666666668,34702.08,979.54,12974.325156475257,0
ACC_000614,6,50129.130000000005,8354.855000000001,25146.11,1134.97,8651.805440091102,0
ACC_000615,8,1061938.7899999998,132742.34874999998,839282.2,679.87,288777.4592800274,1
ACC_000616,9,51228.06,5692.006666666666,19801.32,1338.14,5625.37000099549,0
ACC_000617,8,128995.35999999999,16124.419999999998,50217.06,1921.68,18387.066745021777,0
ACC_000618,10,126873.27,12687.327000000001,57137.85,1831.95,15994.175094388476,1
ACC_000619,10,156109.15,15610.914999999999,53909.14,342.78,18261.951874056038,0
ACC_000620,11,139677.03,12697.911818181818,47348.89,713.25,14107.62563806172,1
ACC_000621,8,55755.11,6969.38875,10417.25,1845.08,2977.389049253137,0
ACC_000622,14,228242.48,16303.034285714286,48837.63,2139.44,16386.377663054205,0
ACC_000623,8,109817.98,13727.2475,42992.13,1470.41,13719.057264223733,0
ACC_000624,8,290556.96,36319.62,231422.45,4958.51,78872.87286344019,1
ACC_000625,13,728297.72,56022.901538461534,466428.26,2021.23,125154.17937242534,0
ACC_000626,12,153863.34,12821.945,45297.74,746.14,14792.568666596506,0
ACC_000627,11,105222.47,9565.67909090909,35491.53,1291.64,9863.760447759723,0
ACC_000628,2,23695.730000000003,11847.865000000002,13016.19,10679.54,1652.2610602595453,0
ACC_000629,14,546383.39,39027.385,230247.93,753.84,59171.44526540155,1
ACC_000630,12,422825.31999999995,35235.44333333333,240160.93,748.73,66614.57331883759,0
ACC_000631,12,135686.52,11307.21,45279.04,349.43,13656.178793990519,0
ACC_000632,13,194091.34,14930.103076923077,45592.38,409.37,14043.67558403864,1
ACC_000633,9,421287.15,46809.683333333334,276479.12,315.68,88209.91197530425,1
ACC_000634,10,215978.41,21597.841,74514.37,5131.14,20578.041664033506,0
ACC_000635,10,479966.79,47996.679,143377.21,6215.17,48975.29204992553,1
ACC_000636,8,82099.7,10262.4625,21691.25,1130.42,8260.115256620213,1
ACC_000637,9,747249.62,83027.73555555556,526291.75,2096.19,170462.17037185555,3
ACC_000638,8,185422.65,23177.83125,151004.49,883.7,51725.758787135506,1
ACC_000639,12,218224.06,18185.338333333333,91965.75,2228.8,25786.220301877172,0
ACC_000640,6,35587.9,5931.316666666667,13499.2,1230.77,4349.046443549054,0
ACC_000641,16,270156.01,16884.750625,76187.63,1404.78,19993.847888388227,1
ACC_000642,15,215648.43,14376.562,73540.58,2636.7,17263.88613769143,1
ACC_000643,12,155495.45,12957.954166666668,35240.58,2504.12,10958.417463244206,1
ACC_000644,7,19452.08,2778.8685714285716,4951.16,822.64,1715.2850292534335,0
ACC_000645,9,86928.82,9658.757777777779,21058.02,1264.76,6455.687420040521,0
ACC_000646,13,282897.84,21761.37230769231,60277.8,740.64,20653.851638532688,0
ACC_000647,14,430598.42,30757.03,161994.78,5476.15,44317.641277300885,2
ACC_000648,9,124595.89,13843.987777777778,40746.37,692.69,12083.155944718848,0
ACC_000649,11,116528.56999999999,10593.506363636363,26031.57,96.93,8300.450788187678,0
ACC_000650,9,143704.9,15967.21111111111,58088.0,1285.71,18241.979589229373,0
ACC_000651,7,40335.9,5762.271428571429,18464.07,463.51,6037.506885882694,0
ACC_000652,9,66644.98,7404.997777777778,21924.71,2476.4,6266.432311572467,0
ACC_000653,11,212601.13,19327.375454545454,74481.4,917.95,22681.87016615004,1
ACC_000654,13,388317.22000000003,29870.555384615385,147640.17,2639.88,42115.55435817224,0
ACC_000655,10,633050.29,63305.029,530083.54,219.39,164828.99997320454,1
ACC_000656,10,302741.55,30274.155,162448.54,3418.7,48622.91795617742,0
ACC_000657,6,143134.15,23855.691666666666,64626.91,480.4,22938.210449769107,0
ACC_000658,19,578721.88,30459.046315789474,133341.81,388.12,39691.539839483456,1
ACC_000659,10,514814.21,51481.421,279454.44,2616.33,96467.19779411588,1
ACC_000660,9,132480.38,14720.042222222222,50407.05,611.54,16083.969947299844,0
ACC_000661,13,159141.08000000002,12241.621538461539,35599.51,1471.19,8918.91872115752,0
ACC_000662,6,85073.17,14178.861666666666,34928.17,4539.66,11112.540787248281,1
ACC_000663,8,169416.05000000002,21177.006250000002,93946.77,2176.29,31255.105529139644,0
ACC_000664,10,103561.84999999999,10356.185,20601.42,2646.93,6226.923723498805,0
ACC_000665,12,167972.88999999998,13997.740833333331,79334.54,1734.24,21358.11372178709,0
ACC_000666,11,267682.45,24334.768181818185,113824.91,778.6,42598.37258199609,0
ACC_000667,8,211976.38,26497.0475,100461.23,1933.29,33297.98153113864,0
ACC_000668,14,600991.73,42927.98071428571,381333.05,528.72,100135.10008115278,1
ACC_000669,4,65470.28,16367.57,31254.51,4143.49,12097.746337749579,0
